1,48,0,0,2,6.4,60000,6,22891.32,59711.75,13012.51,7330.37,0.1228,0.3202,0,0,0,0,6,0,96,1,-6347.626667,-1.00408851,-6123.07,-0.2612253,0,0,0,1,1,1,1,0,0,23716.91,9700.87,13382.9,9521,0,0,23716.91,9700.87,13382.9,9521,0,0,12,12,12,12,0,0,12,12,12,12,0,0,1976,808,1115,793,0,11390,8458.91,8637.87,9443.9,0,0,5,5,5,6,0,0,35089,18159.78,22020.77,9443.9,0,0,0.58481666,0.302663,0.36701283,0.15739833,0,0,11390,8458.91,8637.87,9443.9,0,0,0.18983333,0.14098183,0.1439645,0.15739833,0,0,2,4,3,0,0,0,23699,9700.87,13382.9,0,0,0,0.39498333,0.16168116,0.22304833,0,0,0,1,2,3,0,0,0,23699,9673,13382.9,0,0,0,1,2,0,0,0,0,0,27.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,57609.5,53756.46,55047.37,59782.95,59813.87,59711.75,0.960158333,0.895941,0.917456167,0.9963825,0.996897833,0.995195833,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,28200,8850,9100,0,0,0,2.19552812,0.87821926,0.95083851,0,0,0,1.00126187,0.27182676,0.48450515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7330.37,22891.32,14,16,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,63,2,3,5,6.7,50000,8,13761.97,49994,12083.04,1678.93,0.0336,0.122,0,0,0,0,6,0,92,1,-4199.333333,-1.02589576,-3801.64,-0.2771594,0,0,1,1,1,0,1,1,14188,7825,5041,0,11694,5110,14188,7825,5041,0,11694,5110,12,12,18,0,6,12,12,12,18,0,12,12,1182,652,280,0,974,425,7827,5050,5702,5981,0,0,5,5,6,6,0,0,15652,10091,5911,11484,0,0,0.31304,0.20182,0.11822,0.22968,0,0,7827,5050,5702,5981,0,0,0.15654,0.101,0.11404,0.11962,0,0,2,1,1,3,0,0,7825,5041,209,5503,0,0,0.1565,0.10082,0.00418,0.11006,0,0,2,1,1,3,0,0,7825,5041,209,5503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,49995.91,49998,49985.56,44493,49996,49994,0.9999182,0.99996,0.9997112,0.88986,0.99992,0.99988,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,8281.92,5411,2741,3364.29,0,0,0.92109246,0.93263998,0.43115516,0.52350838,0,0,0.36857808,0.40882289,0.24591141,0.50781889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678.93,13761.97,13,17,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,2,3,1,6.1,30000,7,9028.08,29553.17,7802.81,1225.27,0.0415,0.1357,0,0,0,0,6,0,5,0,-3000,-1.13880804,-1859.57,-0.2322225,0,0,1,1,1,1,1,1,4186,4658,4806,2916,3431.21,3152.92,4186,4658,4806,2916,3431.21,3152.92,12,12,12,12,12,12,12,12,12,12,12,12,348,388,400,243,285,262,4527,4867,3009,3403,0,0,5,6,6,6,0,0,9185,9673,5925,6774.31,0,162.28,0.30616666,0.32243333,0.1975,0.22581033,0,0.00540933,4527,4867,3009,3403,0,0,0.1509,0.16223333,0.1003,0.11343333,0,0,1,2,2,7,0,4,4658,4806,2916,3371.31,0,162.28,0.15526666,0.1602,0.0972,0.112377,0,0.00540933,1,2,1,3,0,0,4658,4806,2768,3072.79,0,0,0,0,1,4,0,4,0,0,148,298.52,0,162.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,29854.95,29932.84,29950.43,29861.2,29843.64,29390.89,0.995165,0.997761333,0.998347667,0.995373333,0.994788,0.979696333,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,4900,5133,3218,3650,0,0,0.97126059,0.94380386,0.93073029,0.96175888,0,0,0.54451462,0.52428749,0.40108684,0.55595072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225.27,9028.08,28,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,42,2,3,3,7.5,15000,4,11113.21,23820.75,5059.1,2064.57,0.0867,0.1858,0,0,0,0,6,0,69,1,-805.6666667,-1.01362969,3397.57,0.7081735,0,0,2,0,1,0,1,1,3931,0,2535,0,2347,1282,1050,0,2535,0,2347,1282,24,0,24,0,24,24,24,0,24,0,24,24,206,0,105,0,97,53,1080,1249,1264,1166,0,10,14,14,15,14,0,1,1080,2528,1264,7218,0,10,0.072,0.16853333,0.08426666,0.4812,0,0.00066666,1080,1249,1264,1166,0,10,0.072,0.08326666,0.08426666,0.07773333,0,0.00066666,0,1,0,3,0,0,0,1279,0,6052,0,0,0,0.08526666,0,0.40346666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1279,0,6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,14993,15000,14973,15000,19988.75,23820.75,0.999533333,1,0.9982,1,1.332583333,1.58805,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,1198.92,1492.34,2694.34,1457.99,0,0,0.85915139,1.01358381,1.7982767,1.07363824,0,0,0.23371124,1.01358381,1,1.07363824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064.57,11113.21,28,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,0,0,0
0,48,2,3,2,7.8,44000,7,19695.96,87483,6296.98,13398.98,0.1532,0.6803,0,0,0,0,6,0,5,0,-5744.666667,-0.82109676,-1551.133333,-0.0721606,0,0,1,0,1,1,1,0,9972,0,16697,14070,10880,0,9972,0,16697,14070,10880,0,3,0,12,24,24,0,3,0,12,24,24,0,3324,0,1391,586,453,0,7651,10975,10980,12372,0,0,3,4,5,6,0,0,7651,27672,25050,12372,0,0,0.21252777,0.62890909,0.56931818,0.28118181,0,0,7651,10975,10980,12372,0,0,0.21252777,0.24943181,0.24954545,0.28118181,0,0,0,3,2,0,0,0,0,16697,14070,0,0,0,0,0.37947727,0.31977272,0,0,0,0,3,2,0,0,0,0,16697,14070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,87807.34,87808,85879,88974,87483,87483,2.439092778,2.439111111,1.951795455,2.022136364,1.98825,1.98825,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,0,20152.34,11695.74,0,0,1000,0,1,0.93337504,0,0,0.06944936,0,1,0.41192713,0,0,0.06944936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13398.98,19695.96,26,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
0,33,0,0,6,7.1,18000,3,4337.82,17865,2622.53,1715.29,0.096,0.3954,0,0,0,0,6,0,90,1,-1650.11,-0.66678609,700.4266666,0.071857,0,0,1,0,0,0,1,0,14848.33,0,0,0,16815,0,14848.33,0,0,0,16815,0,3,0,0,0,12,0,3,0,0,0,12,0,4949,0,0,0,1401,0,1.33,4949,4949,4949,0,0,1,1,1,1,0,0,1.33,7389,9769,12289,0,0,7.39E-05,0.4105,0.54272222,0.68272222,0,0,1.33,4949,4949,4949,0,0,7.39E-05,0.27494444,0.27494444,0.27494444,0,0,0,1,1,1,0,0,0,2440,4820,7340,0,0,0,0.13555555,0.26777777,0.40777777,0,0,0,1,1,1,0,0,0,2440,4820,7340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,15629.82,14848.33,12338,9769,17700,17865,0.868323333,0.824907222,0.685444444,0.542722222,0.983333333,0.9925,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,781.49,5061.69,7500.36,0,0,0,1,1,1.44728656,0,0,0,0.04999993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715.29,4337.82,22,8,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,2,2,1,1,2,2,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0
0,47,2,3,2,7.4,55000,2,28014.8,58690.92,8584.25,19430.55,0.3311,0.6936,1,1,0,7,5,0,76,1,-5190.666667,-1.08379732,7648.946667,0.3298367,2.333333333,0,0,1,0,1,0,0,0,12000,0,18000,0,0,0,12000,0,18000,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,1000,0,1500,0,0,7786,7786,6582,6582,0,0,5,5,5,5,0,0,26221,12569,29994.6,17662,0,0,0.47674545,0.22852727,0.54535636,0.32112727,0,0,7786,7786,6582,6582,0,0,0.14156363,0.14156363,0.11967272,0.11967272,0,0,2,3,18,1,0,0,18435,4783,23412.6,11080,0,0,0.33518181,0.08696363,0.42568363,0.20145454,0,0,2,2,4,1,0,0,18435,1983,20324,11080,0,0,0,1,14,0,0,0,0,2800,3088.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,64814.24,64295,54844.82,66904.6,65990,65990,1.178440727,1.169,0.997178545,1.216447273,1.199818182,1.199818182,0,0,0,0,0,7,30,30,28,30,30,24,0,0,0,0,0,3,19505.6,14784.54,11818.92,12460,0,0,2.19268258,1.59675605,1.62199861,1.51604931,0,0,1,0.55223148,1,0.40905166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19430.55,28014.8,24,6,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,0,0,0,0,0,0,0
0,52,2,3,5,7,94000,7,33639.29,93994,12938.65,20700.64,0.2202,0.6154,0,0,0,0,6,0,118,1,-9783.333333,-0.99313098,-2283.003333,-0.0656743,0,0,1,0,1,1,1,0,24110,0,19650,8875,30685,0,24110,0,19650,8875,30685,0,3,0,12,6,12,0,3,0,12,6,12,0,8036,0,1637,1479,2557,0,14707,16275,13246,14878,0,0,4,3,3,4,0,0,14707,35925,22121,14878,0,0,0.15645744,0.38218085,0.23532978,0.15827659,0,0,14707,16275,13246,14878,0,0,0.15645744,0.17313829,0.14091489,0.15827659,0,0,0,1,1,0,0,0,0,19650,8875,0,0,0,0,0.20904255,0.09441489,0,0,0,0,1,1,0,0,0,0,19650,8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,93889.68,93890,82558,91433,93989.62,93994,0.998826383,0.998829787,0.878276596,0.972691489,0.999889574,0.99993617,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,0,32800,0,0,0,0,0,1.00278916,0,0,0,0,0,1.00278916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20700.64,33639.29,24,6,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0
0,48,0,0,2,6.8,66000,0,25321.68,65826.68,15257.29,10064.39,0.1529,0.3975,0,0,0,0,6,0,70,1,-7510,-0.92556075,-2492.173333,-0.1134519,0,0,1,1,1,1,1,0,6033,13534,12656,14476,8311,0,6033,13534,12656,14476,8311,0,3,12,12,12,6,0,3,12,12,12,6,0,2011,1127,1054,1206,1385,0,12039,11541,12027,13077,0,0,5,6,6,7,0,0,25573,24197,26503,13077,0,0,0.38746969,0.36662121,0.4015606,0.19813636,0,0,12039,11541,12027,13077,0,0,0.18240909,0.17486363,0.18222727,0.19813636,0,0,2,3,3,0,0,0,13534,12656,14476,0,0,0,0.2050606,0.19175757,0.21933333,0,0,0,2,3,3,0,0,0,13534,12656,14476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,65509.92,66951.03,68081.01,70565.54,65759.74,65826.68,0.992574545,1.014409545,1.031530455,1.069174848,0.996359697,0.997373939,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,12800,12100,12600,13800,0,0,0.98026601,0.94683038,0.95030651,0.95260842,0,0,0.68124857,0.47274839,0.49892019,0.48869035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10064.39,25321.68,23,7,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0
0,36,2,3,1,5.5,40000,5,18561.37,39281,11234.02,6108.41,0.1555,0.3291,0,0,0,0,6,0,96,1,-2898.666667,-0.98215495,-2025.37,-0.2031205,0,0,1,1,1,1,0,0,4331,4412,5635,10863,0,0,4331,4412,5635,10863,0,0,12,12,12,12,0,0,12,12,12,12,0,0,360,367,469,905,0,0,4402,4759,4041,4506,0,0,5,6,6,7,0,0,8814,10394,14904,4506,0,0,0.2149756,0.25351219,0.36351219,0.10990243,0,0,4402,4759,4041,4506,0,0,0.10736585,0.11607317,0.09856097,0.10990243,0,0,1,1,3,0,0,0,4412,5635,10863,0,0,0,0.10760975,0.13743902,0.26495121,0,0,0,0,1,2,0,0,0,0,5635,10002,0,0,0,1,0,1,0,0,0,4412,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,38447.13,33794.64,34266.2,40815.02,36934.09,31568,0.937734878,0.824259512,0.835760976,0.995488293,0.900831463,0.76995122,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,9550,5500,4600,0,0,0,1.79284813,1.03406783,1.0039547,0,0,0,0.68800862,0.57832642,0.48112021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6108.41,18561.37,28,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,3,3,1,1,3,3,1,4,4,4,4,4,4,4,4,6,6,6,6,0,0,0
0,55,2,2,5,6.4,53000,1,23151.8,52361,13366.8,7030.85,0.1343,0.3037,0,0,0,0,6,0,99,1,-3445.333333,-0.99222424,3727.026667,0.2847427,0,0,0,1,0,1,0,0,0,11501,0,9970,0,0,0,11501,0,9970,0,0,0,12,0,24,0,0,0,12,0,24,0,0,0,958,0,415,0,0,5610,4511,5464,5249,0,0,10,10,10,10,0,0,17111,8671.8,15434,5249,0,0,0.32284905,0.16361886,0.29120754,0.09903773,0,0,5610,4511,5464,5249,0,0,0.10584905,0.0851132,0.10309433,0.09903773,0,0,4,10,1,0,0,0,11501,4160.8,9970,0,0,0,0.217,0.07850566,0.1881132,0,0,0,1,1,1,0,0,0,6950,1985,9970,0,0,0,3,9,0,0,0,0,4551,2175.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,47791.29,52968.02,52623.5,52961.04,52964,52361,0.901722453,0.999396604,0.992896226,0.999264906,0.999320755,0.987943396,0,0,0,0,0,0,30,30,28,30,30,30,0,0,0,0,0,0,6975,5005,10200,0,0,0,1.10539352,0.89684411,1.63349497,0,0,0,1.00014052,0.30322858,1.00029028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7030.85,23151.8,24,6,2,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0
0,42,0,6,1,6.3,15000,7,11556.54,13851.36,3356.18,1695.01,0.1224,0.1467,1,2,0,28,4,1,4,0,-1649.666667,-1.19296131,2197.643333,0.287873,11.66666667,0,0,1,0,0,0,0,0,6081,0,0,0,0,0,6081,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1013,0,0,0,0,1869,1872,2882,1674,0,0,3,4,4,3,0,0,7950,3917,7980,3457,0,0,0.53,0.26113333,0.532,0.23046666,0,0,1869,1872,2882,1674,0,0,0.1246,0.1248,0.19213333,0.1116,0,0,24,13,24,12,0,0,6081,2045,5098,1783,0,0,0.4054,0.13633333,0.33986666,0.11886666,0,0,23,13,9,4,0,0,5922,2045,1966,578,0,0,1,0,15,8,0,0,159,0,3132,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,14417.7,14054.99,14192.94,14399.89,14506.91,14604.96,0.96118,0.936999333,0.946196,0.959992667,0.967127333,0.973664,0,0,0,0,7,28,30,30,28,30,23,3,0,0,0,0,1,3,6557.24,2020.58,5044.11,1762.34,0,1000,2.96671447,0.88405568,1.60773058,0.87491436,0,0.37105613,1.00306092,0.25120593,1.00380298,0.2576803,0,0.09476553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.01,10556.54,28,2,1,1,1000,0.08653109,0.297957797,0.589967021,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,0
1,27,1,2,4,3.4,12000,9,6352.85,11994.73,1708.37,4644.48,0.3872,0.7311,1,3,0,13,2,0,70,1,-224,-1,-2840.506667,-0.3280283,-6.333333333,-0.333333333,0,0,0,1,1,0,0,0,0,5161.1,2088.4,0,0,0,0,5161.1,2088.4,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,430,174,0,336,336,336,336,0,0,1,1,1,1,0,0,5026.37,4647.56,5330.1,5011.4,0,0,0.41886416,0.38729666,0.444175,0.41761666,0,0,4836,3136,336,2936,0,0,0.403,0.26133333,0.028,0.24466666,0,0,13,34,41,18,0,0,190.37,1511.56,4994.1,2075.4,0,0,0.01586416,0.12596333,0.416175,0.17295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,41,18,0,0,190.37,1511.56,4994.1,2075.4,0,0,1,2,0,1,0,0,4500,2800,0,2600,0,0,0.375,0.23333333,0,0.21666666,0,0,2,2,2,2,1,1,11996.59,11954.89,11932.84,11903.06,11945.25,11994.73,0.999715833,0.996240833,0.994403333,0.991921667,0.9954375,0.999560833,13,6,10,10,0,0,18,25,18,21,30,30,1,1,1,1,0,0,5200,4800,5500,5000,0,0,0.5318866,0.47669744,0.55809403,0.90267208,0,0,0.5318866,0.47669744,0.52920438,0.47273053,0,0,0,6,0,5,0,0,0,5,0,4,0,0,0,1,0,1,0,0,0,4,0,4,0,0,0,4,0,3,0,0,0,0,0,1,0,0,4644.48,6352.85,12,18,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,1,2,0,3.2,20000,10,20439.78,19996.68,2409.41,2053,0.1027,0.1004,2,3,1,31,2,3,3,0,-118.6666667,-1,424.0033334,0.0206561,9.666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,178,178,178,0,0,1,1,1,1,0,0,178,8828.5,178,8782.02,0,17943.68,0.0089,0.441425,0.0089,0.439101,0,0.897184,178,8678,178,2178,0,600,0.0089,0.4339,0.0089,0.1089,0,0.03,0,6,0,30,0,46,0,150.5,0,6604.02,0,17343.68,0,0.007525,0,0.330201,0,0.867184,0,0,0,1,0,0,0,0,0,79.97,0,0,0,6,0,29,0,46,0,150.5,0,6524.05,0,17343.68,0,2,0,2,0,1,0,8500,0,2000,0,600,0,0.425,0,0.1,0,0.03,2,3,1,2,2,2,19991.12,19991.12,19983.07,19983.07,19691.73,19952.06,0.999556,0.999556,0.9991535,0.9991535,0.9845865,0.997603,30,3,0,12,24,27,0,28,28,19,6,4,4,1,0,3,1,2,0,10000,0,9899,0,18806.03,0,1.01372893,0,0.47217555,0,0.90157739,0,0.48080228,0,0.4698595,0,0.90157739,41,0,0,0,0,50,5,0,0,0,0,5,36,0,0,0,0,45,16,0,0,0,0,19,5,0,0,0,0,4,11,0,0,0,0,15,2053,20439.78,20,10,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
0,28,1,3,4,3.1,15000,11,15339.72,14998.42,1406.77,2240.58,0.1494,0.1461,2,3,1,31,3,1,69,1,0,0,-471.9766667,-0.0316237,-14,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4744,159,12399.01,2368.59,0,0,0.31626666,0.0106,0.82660066,0.157906,0,0,3800,0,7000,0,0,0,0.25333333,0,0.46666666,0,0,0,38,3,48,72,0,0,944,159,5399.01,2368.59,0,0,0.06293333,0.0106,0.359934,0.157906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,48,72,0,0,944,159,5399.01,2368.59,0,0,4,0,1,0,0,0,3800,0,7000,0,0,0,0.25333333,0,0.46666666,0,0,0,2,2,3,1,2,2,14882.03,13798.44,13957.44,12603.51,14769.4,14999.55,0.992135333,0.919896,0.930496,0.840234,0.984626667,0.99997,11,30,6,0,3,3,20,0,22,30,27,28,3,4,1,0,1,1,6400,0,15516,0,0,0,0.4672672,0,1.00003931,0,0,0,0.41412047,0,1.00003931,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,2190.58,15289.72,8,22,1,1,50,0.003259512,0.035542413,0.02231565,0,0,0,0,0,0,3,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
